id,station_id,time,weather,temperature,pressure,humidity,wind_speed,wind_direction
4132706,chaoyang_meo,2018-05-29 10:00:00,Sunny/clear,31.1,1002.5,14.0,2.2,332.0
4132707,pingchang_meo,2018-05-29 10:00:00,Sunny/clear,31.1,997.9,12.0,2.8,334.0
4132708,zhaitang_meo,2018-05-29 10:00:00,Sunny/clear,27.7,958.1,16.0,2.3,301.0
4132709,mentougou_meo,2018-05-29 10:00:00,Sunny/clear,30.9,997.1,13.0,3.7,274.0
4132710,beijing_meo,2018-05-29 10:00:00,Sunny/clear,31.4,1003.0,14.0,2.0,293.0
4132711,shijingshan_meo,2018-05-29 10:00:00,Sunny/clear,30.8,999.4,16.0,1.9,13.0
4132712,daxing_meo,2018-05-29 10:00:00,Sunny/clear,31.3,1002.4,14.0,2.9,265.0
4132713,fangshan_meo,2018-05-29 10:00:00,Sunny/clear,31.2,1001.3,13.0,3.1,296.0
4134229,shunyi_meo,2018-05-29 11:00:00,Sunny/clear,30.0,1003.7,15.0,2.4,310.0
4134230,hadian_meo,2018-05-29 11:00:00,Sunny/clear,27.8,1001.6,24.0,0.8,337.0
4134231,yanqing_meo,2018-05-29 11:00:00,Sunny/clear,25.4,953.2,20.0,1.1,350.0
4134232,miyun_meo,2018-05-29 11:00:00,Sunny/clear,27.4,998.8,24.0,1.1,41.0
4134233,huairou_meo,2018-05-29 11:00:00,Sunny/clear,29.7,998.3,16.0,2.0,359.0
4134234,shangdianzi_meo,2018-05-29 11:00:00,Sunny/clear,26.7,974.3,16.0,3.6,2.0
4134235,pinggu_meo,2018-05-29 11:00:00,Sunny/clear,27.8,1003.2,27.0,0.7,350.0
4134236,tongzhou_meo,2018-05-29 11:00:00,Sunny/clear,28.8,1004.6,18.0,1.7,302.0
4134237,chaoyang_meo,2018-05-29 11:00:00,Sunny/clear,30.3,1003.1,14.0,0.5,313.0
4134238,pingchang_meo,2018-05-29 11:00:00,Sunny/clear,30.0,998.5,14.0,1.6,23.0
4134239,zhaitang_meo,2018-05-29 11:00:00,Sunny/clear,25.5,958.5,20.0,1.5,261.0
4134240,mentougou_meo,2018-05-29 11:00:00,Sunny/clear,29.8,997.6,16.0,1.3,275.0
4134241,beijing_meo,2018-05-29 11:00:00,Sunny/clear,30.0,1003.4,15.0,1.6,265.0
4134242,shijingshan_meo,2018-05-29 11:00:00,Sunny/clear,27.4,999.8,21.0,1.0,314.0
4134243,fengtai_meo,2018-05-29 11:00:00,Sunny/clear,28.7,1000.9,20.0,1.7,295.0
4134244,daxing_meo,2018-05-29 11:00:00,Sunny/clear,28.8,1003.0,22.0,2.3,228.0
4134245,fangshan_meo,2018-05-29 11:00:00,Sunny/clear,29.4,1001.8,18.0,2.9,218.0
4134246,xiayunling_meo,2018-05-29 11:00:00,Sunny/clear,22.4,962.1,30.0,0.7,77.0
4135762,shunyi_meo,2018-05-29 12:00:00,Sunny/clear,27.8,1004.4,18.0,1.3,315.0
4135763,hadian_meo,2018-05-29 12:00:00,Sunny/clear,22.7,1002.4,40.0,0.0,999017.0
4135764,yanqing_meo,2018-05-29 12:00:00,Sunny/clear,24.0,953.9,20.0,1.1,2.0
4135765,miyun_meo,2018-05-29 12:00:00,Sunny/clear,24.6,999.6,27.0,1.1,43.0
4135766,huairou_meo,2018-05-29 12:00:00,Sunny/clear,25.6,999.1,21.0,2.2,18.0
4135767,shangdianzi_meo,2018-05-29 12:00:00,Sunny/clear,25.1,974.9,20.0,1.9,15.0
4135768,pinggu_meo,2018-05-29 12:00:00,Sunny/clear,23.0,1004.0,33.0,1.1,27.0
4135769,tongzhou_meo,2018-05-29 12:00:00,Sunny/clear,25.1,1005.4,22.0,1.6,231.0
4135770,chaoyang_meo,2018-05-29 12:00:00,Sunny/clear,28.2,1003.8,16.0,0.6,311.0
4135771,pingchang_meo,2018-05-29 12:00:00,Sunny/clear,26.9,999.2,18.0,1.3,15.0
4135772,zhaitang_meo,2018-05-29 12:00:00,Sunny/clear,21.5,959.0,28.0,0.4,264.0
4135773,mentougou_meo,2018-05-29 12:00:00,Sunny/clear,26.6,998.2,23.0,2.8,220.0
4135774,beijing_meo,2018-05-29 12:00:00,Sunny/clear,27.3,1004.3,24.0,3.1,232.0
4135775,shijingshan_meo,2018-05-29 12:00:00,Sunny/clear,22.7,1000.5,36.0,0.7,344.0
4135776,fengtai_meo,2018-05-29 12:00:00,Sunny/clear,27.1,1001.6,27.0,2.0,219.0
4135777,daxing_meo,2018-05-29 12:00:00,Sunny/clear,26.8,1003.7,27.0,2.3,269.0
4135778,fangshan_meo,2018-05-29 12:00:00,Sunny/clear,26.7,1002.5,28.0,3.2,215.0
4135779,xiayunling_meo,2018-05-29 12:00:00,Sunny/clear,20.0,962.7,35.0,1.6,199.0
4137295,shunyi_meo,2018-05-29 13:00:00,Sunny/clear,23.1,1005.5,35.0,1.0,21.0
4137296,hadian_meo,2018-05-29 13:00:00,Sunny/clear,20.6,1003.4,54.0,0.0,999017.0
4137297,yanqing_meo,2018-05-29 13:00:00,Sunny/clear,22.2,954.9,26.0,0.9,43.0
4137298,miyun_meo,2018-05-29 13:00:00,Sunny/clear,20.2,1000.8,41.0,0.4,136.0
4137299,huairou_meo,2018-05-29 13:00:00,Sunny/clear,22.1,1000.2,35.0,1.8,339.0
4137300,shangdianzi_meo,2018-05-29 13:00:00,Sunny/clear,22.5,976.0,24.0,0.4,119.0
4137301,pinggu_meo,2018-05-29 13:00:00,Sunny/clear,20.5,1005.2,42.0,0.6,108.0
4137302,tongzhou_meo,2018-05-29 13:00:00,Sunny/clear,25.5,1006.6,29.0,2.2,276.0
4137303,chaoyang_meo,2018-05-29 13:00:00,Sunny/clear,26.2,1004.8,25.0,1.3,277.0
4137304,pingchang_meo,2018-05-29 13:00:00,Sunny/clear,25.8,1000.4,19.0,1.9,34.0
4137305,zhaitang_meo,2018-05-29 13:00:00,Sunny/clear,19.5,960.0,32.0,0.6,183.0
4137306,mentougou_meo,2018-05-29 13:00:00,Sunny/clear,24.4,999.2,31.0,1.3,239.0
4137307,beijing_meo,2018-05-29 13:00:00,Sunny/clear,25.8,1005.3,28.0,2.6,247.0
4137308,shijingshan_meo,2018-05-29 13:00:00,Sunny/clear,22.2,1001.6,39.0,0.7,338.0
4137309,fengtai_meo,2018-05-29 13:00:00,Sunny/clear,24.0,1002.7,36.0,1.5,211.0
4137310,daxing_meo,2018-05-29 13:00:00,Sunny/clear,25.2,1004.6,32.0,1.5,266.0
4137311,fangshan_meo,2018-05-29 13:00:00,Sunny/clear,25.1,1003.4,31.0,2.0,200.0
4137312,xiayunling_meo,2018-05-29 13:00:00,Sunny/clear,18.6,963.6,36.0,1.2,237.0
4138828,shunyi_meo,2018-05-29 14:00:00,Sunny/clear,21.7,1006.2,38.0,1.2,22.0
4138829,hadian_meo,2018-05-29 14:00:00,Sunny/clear,19.1,1004.2,58.0,0.6,221.0
4138830,yanqing_meo,2018-05-29 14:00:00,Sunny/clear,19.9,955.7,31.0,0.5,185.0
4138831,miyun_meo,2018-05-29 14:00:00,Sunny/clear,17.5,1001.5,52.0,0.1,999017.0
4138832,huairou_meo,2018-05-29 14:00:00,Sunny/clear,20.8,1000.9,36.0,0.9,191.0
4138833,shangdianzi_meo,2018-05-29 14:00:00,Sunny/clear,20.0,976.8,29.0,2.4,31.0
4138834,pinggu_meo,2018-05-29 14:00:00,Sunny/clear,18.7,1005.9,43.0,1.6,68.0
4138835,tongzhou_meo,2018-05-29 14:00:00,Sunny/clear,25.0,1007.1,30.0,1.7,255.0
4138836,chaoyang_meo,2018-05-29 14:00:00,Sunny/clear,23.8,1005.6,34.0,1.6,281.0
4138837,pingchang_meo,2018-05-29 14:00:00,Sunny/clear,24.9,1001.1,20.0,1.8,2.0
4138838,zhaitang_meo,2018-05-29 14:00:00,Sunny/clear,18.3,961.0,35.0,1.2,175.0
4138839,mentougou_meo,2018-05-29 14:00:00,Sunny/clear,21.2,1000.0,41.0,1.0,291.0
4138840,beijing_meo,2018-05-29 14:00:00,Sunny/clear,24.3,1005.9,32.0,1.4,45.0
4138841,shijingshan_meo,2018-05-29 14:00:00,Sunny/clear,19.2,1002.3,48.0,0.5,328.0
4138842,fengtai_meo,2018-05-29 14:00:00,Sunny/clear,21.8,1003.3,45.0,1.4,307.0
4138843,daxing_meo,2018-05-29 14:00:00,Sunny/clear,24.3,1005.1,33.0,1.8,256.0
4138844,fangshan_meo,2018-05-29 14:00:00,Hail,24.0,1004.0,34.0,1.7,208.0
4138845,xiayunling_meo,2018-05-29 14:00:00,Sunny/clear,16.9,964.4,43.0,1.3,143.0
4140361,shunyi_meo,2018-05-29 15:00:00,Sunny/clear,20.4,1006.8,50.0,0.8,341.0
4140362,hadian_meo,2018-05-29 15:00:00,Sunny/clear,18.1,1004.8,53.0,0.3,1.0
4140363,yanqing_meo,2018-05-29 15:00:00,Sunny/clear,18.1,956.2,37.0,0.5,156.0
4140364,miyun_meo,2018-05-29 15:00:00,Sunny/clear,16.4,1002.1,53.0,0.9,78.0
4140365,huairou_meo,2018-05-29 15:00:00,Sunny/clear,19.3,1001.5,42.0,0.7,114.0
4140366,shangdianzi_meo,2018-05-29 15:00:00,Sunny/clear,19.7,977.4,30.0,2.2,37.0
4140367,pinggu_meo,2018-05-29 15:00:00,Sunny/clear,16.7,1006.4,51.0,0.0,999017.0
4140368,tongzhou_meo,2018-05-29 15:00:00,Sunny/clear,22.3,1007.6,38.0,1.4,262.0
4140369,chaoyang_meo,2018-05-29 15:00:00,Sunny/clear,21.8,1006.1,41.0,1.1,253.0
4140370,pingchang_meo,2018-05-29 15:00:00,Sunny/clear,23.4,1001.6,22.0,1.1,10.0
4140371,zhaitang_meo,2018-05-29 15:00:00,Sunny/clear,16.3,961.7,40.0,0.8,228.0
4140372,mentougou_meo,2018-05-29 15:00:00,Sunny/clear,19.8,1000.6,38.0,1.4,302.0
4140373,beijing_meo,2018-05-29 15:00:00,Sunny/clear,21.7,1006.5,41.0,1.2,296.0
4140374,shijingshan_meo,2018-05-29 15:00:00,Sunny/clear,18.7,1002.8,45.0,0.9,87.0
4140375,fengtai_meo,2018-05-29 15:00:00,Sunny/clear,19.4,1003.9,54.0,0.7,262.0
4140376,daxing_meo,2018-05-29 15:00:00,Sunny/clear,24.3,1005.7,34.0,2.7,267.0
4140377,fangshan_meo,2018-05-29 15:00:00,Hail,19.3,1004.6,49.0,1.5,281.0
4140378,xiayunling_meo,2018-05-29 15:00:00,Sunny/clear,15.0,965.1,50.0,1.0,172.0
4141894,shunyi_meo,2018-05-29 16:00:00,Sunny/clear,19.0,1007.3,53.0,0.0,999017.0
4141895,hadian_meo,2018-05-29 16:00:00,Sunny/clear,17.7,1005.0,48.0,0.8,73.0
4141896,yanqing_meo,2018-05-29 16:00:00,Sunny/clear,17.1,956.4,36.0,1.0,149.0
4141897,miyun_meo,2018-05-29 16:00:00,Sunny/clear,17.5,1002.5,47.0,1.6,108.0
4141898,huairou_meo,2018-05-29 16:00:00,Sunny/clear,17.4,1001.9,59.0,1.9,314.0
4141899,shangdianzi_meo,2018-05-29 16:00:00,Sunny/clear,16.5,977.7,38.0,0.6,182.0
4141900,tongzhou_meo,2018-05-29 16:00:00,Sunny/clear,17.5,1007.8,75.0,1.0,347.0
4141901,chaoyang_meo,2018-05-29 16:00:00,Sunny/clear,19.7,1006.4,47.0,0.0,999017.0
4141902,pingchang_meo,2018-05-29 16:00:00,Sunny/clear,22.1,1001.9,25.0,1.7,24.0
4141903,zhaitang_meo,2018-05-29 16:00:00,Sunny/clear,13.8,962.0,49.0,0.5,86.0
4141904,mentougou_meo,2018-05-29 16:00:00,Sunny/clear,19.4,1000.7,41.0,2.2,295.0
4141905,beijing_meo,2018-05-29 16:00:00,Sunny/clear,20.0,1006.6,48.0,0.0,999017.0
4141906,shijingshan_meo,2018-05-29 16:00:00,Sunny/clear,18.4,1003.1,53.0,0.6,116.0
4141907,fengtai_meo,2018-05-29 16:00:00,Sunny/clear,18.1,1004.1,56.0,0.7,275.0
4141908,daxing_meo,2018-05-29 16:00:00,Sunny/clear,21.4,1005.8,43.0,0.7,299.0
4141909,fangshan_meo,2018-05-29 16:00:00,Sunny/clear,16.9,1004.9,59.0,0.0,999017.0
4141910,xiayunling_meo,2018-05-29 16:00:00,Sunny/clear,14.7,965.3,49.0,0.5,128.0
4143426,shunyi_meo,2018-05-29 17:00:00,Sunny/clear,19.5,1007.5,42.0,1.4,18.0
4143427,hadian_meo,2018-05-29 17:00:00,Sunny/clear,19.3,1005.3,37.0,0.4,16.0
4143428,yanqing_meo,2018-05-29 17:00:00,Sunny/clear,14.9,956.7,56.0,0.7,13.0
4143429,miyun_meo,2018-05-29 17:00:00,Sunny/clear,17.0,1002.6,48.0,1.3,97.0
4143430,huairou_meo,2018-05-29 17:00:00,Sunny/clear,16.4,1002.2,56.0,0.9,33.0
4143431,shangdianzi_meo,2018-05-29 17:00:00,Sunny/clear,14.9,977.7,43.0,2.5,49.0
4143432,pinggu_meo,2018-05-29 17:00:00,Sunny/clear,13.9,1007.0,68.0,0.0,999017.0
4143433,tongzhou_meo,2018-05-29 17:00:00,Sunny/clear,17.7,1008.0,64.0,2.0,320.0
4143434,chaoyang_meo,2018-05-29 17:00:00,Sunny/clear,19.1,1006.7,45.0,0.7,8.0
4143435,pingchang_meo,2018-05-29 17:00:00,Sunny/clear,21.1,1002.2,27.0,2.3,347.0
4143436,zhaitang_meo,2018-05-29 17:00:00,Sunny/clear,13.3,962.2,50.0,1.2,169.0
4143437,mentougou_meo,2018-05-29 17:00:00,Sunny/clear,19.3,1001.0,36.0,1.8,314.0
4143438,beijing_meo,2018-05-29 17:00:00,Sunny/clear,18.4,1006.7,53.0,1.0,13.0
4143439,shijingshan_meo,2018-05-29 17:00:00,Sunny/clear,17.8,1003.3,51.0,0.8,54.0
4143440,fengtai_meo,2018-05-29 17:00:00,Sunny/clear,17.1,1004.3,56.0,0.8,270.0
4143441,daxing_meo,2018-05-29 17:00:00,Sunny/clear,18.1,1005.9,56.0,0.6,296.0
4143442,fangshan_meo,2018-05-29 17:00:00,Sunny/clear,15.7,1005.1,61.0,1.1,335.0
4143443,xiayunling_meo,2018-05-29 17:00:00,Sunny/clear,13.3,965.6,54.0,0.7,168.0
4144959,shunyi_meo,2018-05-29 18:00:00,Sunny/clear,18.2,1007.6,48.0,0.7,333.0
4144960,hadian_meo,2018-05-29 18:00:00,Sunny/clear,17.8,1005.5,47.0,0.2,999017.0
4144961,yanqing_meo,2018-05-29 18:00:00,Sunny/clear,13.6,956.9,53.0,1.2,76.0
4144962,miyun_meo,2018-05-29 18:00:00,Sunny/clear,14.5,1002.9,57.0,0.4,83.0
4144963,huairou_meo,2018-05-29 18:00:00,Sunny/clear,15.3,1002.2,64.0,0.3,234.0
4144964,shangdianzi_meo,2018-05-29 18:00:00,Sunny/clear,14.3,977.8,45.0,2.2,34.0
4144965,pinggu_meo,2018-05-29 18:00:00,Sunny/clear,13.1,1007.1,71.0,0.0,999017.0
4144966,tongzhou_meo,2018-05-29 18:00:00,Sunny/clear,16.8,1008.2,55.0,1.3,341.0
4144967,chaoyang_meo,2018-05-29 18:00:00,Sunny/clear,20.2,1006.8,39.0,0.7,340.0
4144968,pingchang_meo,2018-05-29 18:00:00,Sunny/clear,21.5,1002.3,25.0,2.3,340.0
4144969,zhaitang_meo,2018-05-29 18:00:00,Sunny/clear,11.5,962.3,58.0,0.0,999017.0
4144970,mentougou_meo,2018-05-29 18:00:00,Sunny/clear,19.3,1001.3,37.0,0.9,58.0
4144971,beijing_meo,2018-05-29 18:00:00,Sunny/clear,17.4,1007.1,54.0,0.6,32.0
4144972,shijingshan_meo,2018-05-29 18:00:00,Sunny/clear,16.5,1003.7,57.0,0.5,323.0
4144973,fengtai_meo,2018-05-29 18:00:00,Sunny/clear,17.5,1004.6,54.0,1.1,316.0
4144974,daxing_meo,2018-05-29 18:00:00,Sunny/clear,18.6,1006.3,46.0,1.1,304.0
4144975,fangshan_meo,2018-05-29 18:00:00,Sunny/clear,14.7,1005.4,66.0,1.2,315.0
4144976,xiayunling_meo,2018-05-29 18:00:00,Sunny/clear,13.1,965.6,53.0,1.2,149.0
4146492,shunyi_meo,2018-05-29 19:00:00,Sunny/clear,17.8,1007.7,48.0,1.2,25.0
4146493,hadian_meo,2018-05-29 19:00:00,Sunny/clear,16.1,1005.6,53.0,0.1,999017.0
4146494,yanqing_meo,2018-05-29 19:00:00,Sunny/clear,12.9,956.9,53.0,0.7,67.0
4146495,miyun_meo,2018-05-29 19:00:00,Sunny/clear,13.7,1003.0,61.0,1.0,81.0
4146496,huairou_meo,2018-05-29 19:00:00,Sunny/clear,14.7,1002.4,61.0,1.2,33.0
4146497,shangdianzi_meo,2018-05-29 19:00:00,Sunny/clear,14.3,977.8,44.0,4.3,34.0
4146498,pinggu_meo,2018-05-29 19:00:00,Sunny/clear,12.4,1007.3,73.0,0.6,266.0
4146499,tongzhou_meo,2018-05-29 19:00:00,Sunny/clear,15.0,1008.7,64.0,1.3,79.0
4146500,chaoyang_meo,2018-05-29 19:00:00,Sunny/clear,17.7,1007.0,48.0,0.1,999017.0
4146501,pingchang_meo,2018-05-29 19:00:00,Sunny/clear,20.4,1002.5,28.0,1.4,14.0
4146502,zhaitang_meo,2018-05-29 19:00:00,Sunny/clear,10.7,962.2,61.0,0.8,8.0
4146503,mentougou_meo,2018-05-29 19:00:00,Sunny/clear,18.1,1001.3,37.0,3.3,290.0
4146504,beijing_meo,2018-05-29 19:00:00,Sunny/clear,16.9,1007.1,53.0,0.5,46.0
4146505,shijingshan_meo,2018-05-29 19:00:00,Sunny/clear,16.4,1003.8,58.0,1.0,176.0
4146506,fengtai_meo,2018-05-29 19:00:00,Sunny/clear,17.1,1004.7,52.0,0.6,244.0
4146507,daxing_meo,2018-05-29 19:00:00,Sunny/clear,17.5,1006.2,48.0,0.6,318.0
4146508,fangshan_meo,2018-05-29 19:00:00,Sunny/clear,13.9,1005.3,67.0,0.4,288.0
4146509,xiayunling_meo,2018-05-29 19:00:00,Sunny/clear,12.2,965.5,59.0,0.6,106.0
4148025,shunyi_meo,2018-05-29 20:00:00,Sunny/clear,17.5,1007.9,46.0,1.4,20.0
4148026,hadian_meo,2018-05-29 20:00:00,Sunny/clear,14.9,1005.7,62.0,0.0,999017.0
4148027,yanqing_meo,2018-05-29 20:00:00,Sunny/clear,12.1,957.0,62.0,0.5,347.0
4148028,miyun_meo,2018-05-29 20:00:00,Sunny/clear,14.3,1003.2,62.0,1.4,102.0
4148029,huairou_meo,2018-05-29 20:00:00,Sunny/clear,14.3,1002.5,64.0,0.8,9.0
4148030,shangdianzi_meo,2018-05-29 20:00:00,Sunny/clear,13.8,978.0,45.0,1.5,28.0
4148031,pinggu_meo,2018-05-29 20:00:00,Sunny/clear,12.1,1007.5,74.0,0.0,999017.0
4148032,tongzhou_meo,2018-05-29 20:00:00,Sunny/clear,14.6,1009.0,71.0,1.7,51.0
4148033,chaoyang_meo,2018-05-29 20:00:00,Sunny/clear,16.9,1007.2,49.0,0.6,66.0
4148034,pingchang_meo,2018-05-29 20:00:00,Sunny/clear,19.9,1002.6,29.0,1.0,2.0
4148035,zhaitang_meo,2018-05-29 20:00:00,Sunny/clear,9.4,962.6,66.0,0.7,296.0
4148036,mentougou_meo,2018-05-29 20:00:00,Sunny/clear,18.6,1001.5,33.0,2.5,314.0
4148037,beijing_meo,2018-05-29 20:00:00,Sunny/clear,16.8,1007.5,48.0,2.8,88.0
4148038,shijingshan_meo,2018-05-29 20:00:00,Sunny/clear,14.7,1003.8,61.0,0.9,315.0
4148039,fengtai_meo,2018-05-29 20:00:00,Sunny/clear,16.0,1004.8,58.0,0.2,999017.0
4148040,daxing_meo,2018-05-29 20:00:00,Sunny/clear,16.8,1006.6,49.0,0.9,306.0
4148041,fangshan_meo,2018-05-29 20:00:00,Sunny/clear,14.7,1005.5,63.0,1.3,344.0
4148042,xiayunling_meo,2018-05-29 20:00:00,Sunny/clear,11.8,965.6,59.0,0.8,190.0

